Rank(P),Point,Rank(C),Cristal,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,S16 Od,S17 Od,S18 Od,S19 Od,S20 Od,이전 아이디,비고,여단,SRP,SRC
737,2,679,"4,500",운좀줘,티스라오,원더,원더,원더,원더,256,원더,원더,-,-,-,-,-,-,-,-,256,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,,,,,,,,,,,254,222
510,5,703,"4,000",공   백,노센레이어,16,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,44,67
510,5,703,"4,000",화이트로즈,티스라오,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"화이트사파이어, 화이트로즈",,,174,239
571,4,703,"4,000",오팬무,발디아,골3,골1,골1,원더,원더,골3,원더,원더,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,,,,,,,,,,,22,29
737,2,703,"4,000",루덴스,티스라오,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143,142,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,239
737,2,703,"4,000",시공의궤적,티스라오,256,256,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193,151,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"제국단장, 시공의궤적",,,254,239
737,2,703,"4,000",홍예31iVVR,성검,원더,256,원더,256,골2,골3,골3,골3,골3,골3,-,-,-,-,-,-,-,-,-,-,-,163,-,238,-,-,-,-,-,-,-,-,-,,,,,,,,"ViriIe, 홍예, 적율",,,30,31
737,2,703,"4,000",훼니,어둠의전설,원더,256,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192,-,-,212,-,-,-,-,-,-,-,-,,,,,,,,"훼니, 양꿀이",,,7,7
737,2,703,"4,000",한끼식사,티스라오,256,256,-,골3,골2,골1,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,144,197,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,239
737,2,703,"4,000",개밥버러지,노센레이어,256,256,실3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215,203,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"초롱이유격단, 진짜바보병신새끼, 개밥버러지",,,69,67
737,2,703,"4,000",TvT,티스라오,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,208,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"Vitas, 람    다, TvT",,,254,239
737,2,703,"4,000",뇌룡,티스라오,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,249,225,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,239
737,2,703,"4,000",시안,카먼,256,256,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248,241,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,111,105
737,2,703,"4,000",피닉스여단원,카먼,256,256,원더,골3,-,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,162,247,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"빤스런, 윤만세, Jordy, 피닉스여단원",,,111,105
737,2,703,"4,000",우츄짱12,레이갈드,256,256,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,251,256,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,66,64
737,2,703,"4,000",가자치타,카먼,원더,골1,원더,256,256,골1,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,226,-,-,-,-,-,-,-,-,,,,,,,,,,,111,105
737,2,703,"4,000",고 유 정,라카스,원더,원더,256,256,원더,골2,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,138,-,-,-,-,-,-,-,-,-,,,,,,,,,,,15,14
737,2,703,"4,000",고냥고냥,노센레이어,원더,원더,256,원더,256,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214,-,161,-,-,-,-,-,-,-,-,,,,,,,,거비여니,,,69,67
737,2,703,"4,000",공짜덱,엘스리드,골3,골2,원더,256,원더,256,원더,원더,원더,골1,골2,-,-,-,-,-,-,-,-,-,-,-,-,146,-,195,-,-,-,-,-,-,-,,,,,,,,,검식,,7,7
737,2,703,"4,000",데빌종결자,칼자스,골1,원더,256,256,원더,원더,원더,원더,골1,원더,원더,-,-,-,-,-,-,-,-,-,-,-,186,144,-,-,-,-,-,-,-,-,-,,,,,,,,,,,35,36
737,2,703,"4,000",리틀라파엘,티스라오,원더,원더,256,256,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,154,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,239
737,2,703,"4,000",사이바스타,티스라오,골2,골3,256,256,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,213,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,239
737,2,703,"4,000",사일런스 스즈카,카먼,골3,골3,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,242,239,-,-,-,-,-,-,-,-,-,,,,,,,,"섬멸천샤, 미네시마유우",,,111,105
737,2,703,"4,000",살려,발디아,256,원더,256,원더,골1,골3,-,-,원더,원더,골2,-,-,-,-,-,-,-,-,-,180,-,154,-,-,-,-,-,-,-,-,-,-,,,,,,,,"살 려 줘, 살려줘, 살려",,,32,29
737,2,703,"4,000",왓쳐3dSCwu,레이갈드,원더,원더,256,256,골2,실2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,178,-,-,-,-,-,-,-,-,-,,,,,,,,"Eiln Eye, 태 오, 카엔, 왓쳐",,,66,64
737,2,703,"4,000",요 한,칼자스,골1,원더,256,원더,256,원더,골3,-,골2,골1,골1,-,-,-,-,-,-,-,-,-,-,-,175,-,177,-,-,-,-,-,-,-,-,,,,,,,,블래스,,,35,36
737,2,703,"4,000",워 르,라카스,골1,원더,256,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,15,14
737,2,703,"4,000",흑룡히에이,벨제리아,원더,원더,원더,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,-,-,-,-,-,-,-,-,,,,,,,,"뽈따구, 장종려, 통합과학",,,36,34
461,6,730,"3,500",초코보와모그리,레이갈드,브3,실3,골3,골3,골3,골2,골1,원더,골1,골1,원더,원더,골1,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,,,,,,,허벅지안쪽,,,46,66
656,3,730,"3,500",20231102,츠루야,-,-,-,-,-,-,-,-,-,-,-,-,-,브1,실3,골3,골2,골1,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,,,고양이,2,2
656,3,730,"3,500",240130,티스라오,-,-,-,-,-,-,-,-,-,-,-,-,-,-,실3,골3,골3,원더,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,,,월광,217,247
656,3,730,"3,500",망고리6,발디아,실3,실3,골3,골3,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,,,형귀헬스장,29,31
656,3,730,"3,500",장대호,라카스,골2,골2,골3,골3,골3,골2,원더,원더,골2,골3,골3,골2,골2,골1,원더,원더,골1,원더,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,,,흑전드,12,16
571,4,730,"3,500",키노피오대장,티스라오,32,원더,골1,-,브1,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,여고생,188,247
461,6,730,"3,500",zx지죤젼략xz,리그리아,원더,원더,원더,원더,원더,골1,골1,골3,골2,골2,원더,골1,원더,골1,원더,원더,64,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,형귀헬스장,14,18
571,4,730,"3,500",반짝반짝작은별,성검,32,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,24,32
571,4,730,"3,500",벼룩1,티스라오,32,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"벼락치기, 우한폐렴, 벼룩1",,,188,247
571,4,730,"3,500",시공의균열,티스라오,32,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,247
571,4,730,"3,500",아클리,카먼,32,골1,원더,원더,골2,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,91,109
571,4,730,"3,500",엣헴엣헴 신이나,티스라오,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"가희, 엣헴엣헴 신이나",,,188,247
571,4,730,"3,500",찬롱3JzuPC,레이갈드,골3,골2,원더,원더,32,원더,-,-,-,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,,,,,,,,찬롱,,,56,66
571,4,730,"3,500",커두,카먼,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,91,109
571,4,730,"3,500",통돌이,티스라오,원더,원더,원더,32,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,247
571,4,730,"3,500",효  린,티스라오,32,원더,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"신화 효린, 효  린",,,188,247
571,4,730,"3,500",ㆆㅿㆆ,티스라오,32,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,247
571,4,730,"3,500",Zenar,티스라오,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,188,247
571,4,730,"3,500",しんぐうじさくら,티스라오,원더,골1,원더,원더,원더,32,원더,원더,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,,,,,,,,,신구지사쿠라,,188,247
656,3,730,"3,500",극악(티스라오),티스라오,실3,골3,실1,원더,원더,원더,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255,-,62,-,-,-,-,-,,,,,,,,,극악,,217,247
656,3,730,"3,500",유이가하마 유이,티스라오,-,-,-,-,골3,골2,골1,원더,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,,,,,,,,"리에리, 유이가하마 유이",,,217,247
656,3,730,"3,500",BH,티스라오,실2,골3,실3,골3,실1,골3,실1,실1,실3,실2,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,64,,,홈,217,247
571,4,752,"3,000",충무,어둠의전설,브3,브3,브3,브3,브3,골3,골2,골1,원더,원더,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,,,,,,,,,,4,8
571,4,752,"3,000",시나모롤,티스라오,골3,골3,골3,골2,골2,골3,골3,골3,골3,골3,골3,골2,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118,,,,,,,"유한라, 셀러브리티, 시나모롤",계정변경 시나모롤,,188,260
737,2,752,"3,000",INFINITI,이리스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,골2,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,,,선택받은랑데뷰들,8,6
737,2,752,"3,000",쵸콜릿,벨제리아,골3,실2,골3,골3,골3,골3,골3,골2,골2,골3,골3,골3,골3,골3,골2,골1,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,,,악귀연습장,36,35
737,2,752,"3,000",와작,티스라오,실2,실2,실1,골3,골3,골3,골3,골2,골2,골1,골2,골2,골1,골2,골2,골1,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,,,여고생,254,260
737,2,752,"3,000",해리니,노람,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,실3,골2,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,,,의협,1,1
737,2,752,"3,000",슈와르츠,라카스,골3,골2,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,골2,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,,,자동가입,15,17
737,2,752,"3,000",빵천극,다르시스,-,-,브2,골3,골3,골2,골2,골2,골2,골1,원더,골1,원더,원더,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,128,,,,,,,계정 변경 방천극v(S16),카콘시스,4,4
737,2,752,"3,000",긔그긱긕,레이갈드,-,-,-,-,-,-,-,-,-,-,-,브3,브2,브3,브3,브3,골3,128,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,규장각,66,68
737,2,752,"3,000",어쩐지운수가,레이갈드,실3,실3,골3,골2,원더,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,-,-,-,-,,,,,,,,,,대한민국,66,68
737,2,752,"3,000",초보도살자,카먼,실3,실3,실3,-,-,-,-,-,-,골3,골2,원더,원더,골1,원더,원더,원더,128,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,랑갤럼,111,111
737,2,752,"3,000",vgffy,카먼,골3,골2,골3,골3,골2,골2,골2,원더,골1,골3,골2,골1,골1,골1,골1,골1,골1,원더,128,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,랑돌,111,111
737,2,752,"3,000",lang2,레이갈드,-,골3,골3,골3,골3,골3,골3,골3,골3,골2,원더,원더,원더,원더,원더,원더,원더,128,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,사신,66,68
737,2,752,"3,000",후추박사,티스라오,-,실1,골3,골3,골1,원더,원더,원더,원더,원더,원더,원더,골1,골1,원더,골1,원더,128,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,카르페디엠,254,260
656,3,752,"3,000",진중한동글,리그리아,골3,골1,원더,원더,64,원더,원더,원더,골1,골3,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-,,,,,,,,,,Legend,18,19
571,4,752,"3,000",박송송,이리스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,원더,128,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,6,6
571,4,752,"3,000",포닉스,이리스,-,-,-,-,-,-,-,-,-,실2,실1,골3,골3,원더,원더,원더,128,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,6,6
656,3,752,"3,000",SamDN,티스라오,원더,64,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",애플필드,티스라오,원더,64,원더,원더,실3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",날코,벨제리아,원더,원더,64,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,32,35
656,3,752,"3,000",라모스,티스라오,64,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",레레레온,카먼,64,원더,골1,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,100,111
656,3,752,"3,000",리치몬드슈크림,티스라오,골1,골1,골3,원더,원더,64,골3,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",에스핀,티스라오,64,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",영민뤼,카먼,골3,골1,원더,원더,골1,원더,64,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,,,,,,,,,,,100,111
656,3,752,"3,000",젠킨스,벨제리아,원더,골2,골1,원더,64,골1,브3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,,,,,,,,정수사,계정 변경 젠킨스(S6),,32,35
656,3,752,"3,000",챠스,발디아,64,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,29,32
656,3,752,"3,000",춥고똥마려,티스라오,64,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",콜라한잔,노센레이어,원더,원더,원더,원더,64,원더,원더,원더,원더,골3,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,,,,,,,,,,,62,70
656,3,752,"3,000",크런키,카먼,64,원더,원더,원더,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,100,111
656,3,752,"3,000",클라한잔,노센레이어,64,골3,-,-,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"규비포스, 브라운더스트아십, 클라한잔",,,62,70
656,3,752,"3,000",파이쟈,티스라오,64,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",포코링Pp4Bi,발디아,원더,원더,64,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,-,-,-,,,,,,,,포코링,,,29,32
656,3,752,"3,000",헤라,티스라오,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",AI숙제도우미,레이갈드,64,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,쥬마리온,,,62,68
656,3,752,"3,000",Dexter,카먼,64,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,100,111
656,3,752,"3,000",Erwin,티스라오,64,원더,원더,원더,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",kaoru,티스라오,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,217,260
656,3,752,"3,000",LILPA,노센레이어,골1,원더,원더,64,원더,골3,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,,,,,,,,"FIESTA, 시체",,,62,70
737,2,752,"3,000",공백닉12,티스라오,골3,골2,골1,골3,골3,골3,골3,골2,-,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,-,-,-,,,,,,,,,,,254,260
737,2,752,"3,000",마쏭,티스라오,골3,골3,골3,골3,골2,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,-,-,-,-,,,,,,,,,,,254,260
737,2,752,"3,000",뽀미나,티스라오,골3,골3,골2,원더,원더,원더,원더,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,,,,,,,,,,,254,260
737,2,752,"3,000",쁘랑,벨제리아,골3,원더,원더,원더,원더,골2,골3,골3,실3,실2,128,실3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,-,-,,,,,,,,"미나쪼, 쁘랑",,,36,35
737,2,752,"3,000",세O1버,티스라오,골3,골3,실1,골3,골1,골2,원더,128,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,,,,,,,,"인천닭깡정, 세O1버",,,254,260
737,2,752,"3,000",양꿀이,카먼,-,-,실1,골3,골2,골1,골1,골2,원더,128,골2,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107,-,-,-,,,,,,,,"좐자룡, Hazelnut, 아광룡, 양꿀, 양꿀이",양꿀(S12),,111,111
737,2,752,"3,000",엘 마,콜시아,-,-,-,골3,골3,골1,골2,원더,원더,원더,골1,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,-,,,,,,,,,,,7,7
737,2,752,"3,000",유자에이드14E,라카스,-,-,-,-,-,원더,원더,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,-,-,,,,,,,,,,,15,17
737,2,752,"3,000",제라드리,티스라오,-,-,브1,골3,골1,골1,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,-,-,-,-,,,,,,,,,,,254,260
737,2,752,"3,000",춘식김,발디아,실2,-,-,-,-,-,골3,골3,골2,골2,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,,,,,,,,,,,32,32
737,2,801,"2,500",악귀놈들아,라카스,실1,골2,골1,골2,골1,골1,골1,골1,원더,원더,골1,골1,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,,,,,,,,,,15,19
737,2,801,"2,500",누  리,성검,골3,골3,골3,골3,골1,골2,골2,골2,원더,골2,골1,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173,,,,,,,,,,30,33
737,2,801,"2,500",LEOS,이스카노,실3,골3,골2,원더,골1,골1,골1,원더,원더,원더,원더,원더,골2,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,,,,,,,,,,8,8
851,1,801,"2,500",밤꽃향피넛,티스라오,골3,골2,골3,골1,골2,골1,골2,골2,골2,골2,골2,골2,골1,골2,원더,골1,골3,골3,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,라만차,298,278
851,1,801,"2,500",세인트루이스,보르스레누,-,-,-,-,-,-,실3,골2,골2,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,뤼미에르,13,11
851,1,801,"2,500",그랜져,티스라오,실3,골3,골3,골3,골2,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,발디아,298,278
851,1,801,"2,500",에우리네,레이갈드,실3,골3,골3,골3,골3,골3,골3,골2,골2,골2,골3,골3,골2,골3,골2,골2,골2,골1,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,빙룡병단,76,72
851,1,801,"2,500",레인폴스,츠루야,-,-,-,-,-,-,-,-,-,-,-,-,-,실3,실3,골3,골1,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,출근하겠습니다,3,3
851,1,801,"2,500",영웅섬멸,노센레이어,골3,실2,-,-,-,-,-,-,실3,골2,골3,원더,원더,원더,골1,원더,골1,골1,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,친구,75,73
851,1,801,"2,500",송기사이즈킹,발디아,-,-,-,브3,브2,브2,브2,실3,골2,골2,골2,골1,골2,골2,골2,골2,골2,골2,골2,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,형귀헬스장,37,35
851,1,801,"2,500",백무진,벨제리아,실3,실3,-,-,-,골2,원더,원더,원더,원더,골1,원더,원더,원더,원더,-,-,-,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,,,JMT,43,39
851,1,801,"2,500",폴후니,카먼,실1,골2,골3,골2,골1,골1,골2,골2,골3,골2,골3,골2,골1,원더,골1,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,125,118
851,1,801,"2,500",reammee,티스라오,골3,골3,골2,골1,골1,골1,원더,골1,골1,골2,골2,골2,골1,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,298,278
851,1,801,"2,500",전기뱀장어,보르스레누,-,-,-,-,-,-,실2,골3,-,-,-,골3,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,,,,달,13,11
851,1,801,"2,500",곽정대협,보르스레누,-,-,-,-,-,-,실3,골3,골2,골1,골1,골1,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,,,,,13,11
851,1,801,"2,500",라비엘 이반시아,티스라오,골2,골1,골2,실2,골3,원더,원더,골1,원더,골1,골2,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,,,,,298,278
851,1,801,"2,500",퇴지컬,티스라오,실3,브1,-,브2,-,골3,골2,실2,-,골2,골2,골1,골2,골1,골3,골2,골3,원더,256,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,AE,298,278
851,1,801,"2,500",Aiel,이바스,-,-,-,-,-,실2,골3,골3,골3,골2,골3,골3,골2,골2,골2,골2,골3,골3,256,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,까꿍시스,8,8
851,1,801,"2,500",서른후반아재,성검,골3,실1,-,-,-,실1,골3,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,달빛소나타,37,33
851,1,801,"2,500",기맹수,레이갈드,-,실3,골3,골1,골1,골2,원더,256,원더,원더,골2,골3,골1,골3,골3,골3,-,-,-,-,-,-,-,-,-,-,-,201,-,-,-,-,-,,,,,,,,,,대한민국,76,72
